"route","character","routeId","count","likeScore","id","season","enemy_character_count"
"2, 7, 15, 10, 6",19,458320,3,0,16641,0,"{0,4,1,1,0,0,4,1,1,0,1,2,1,0,3,2,1,3,1,1,1,4,3,3,0,3,2,0,0,1,2,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"12, 3, 4, 1, 13, 10",35,473753,7,0,16639,0,"{0,12,3,1,0,0,4,2,1,0,2,10,4,0,3,1,1,0,1,1,2,4,12,0,2,3,1,1,3,2,4,5,3,8,1,6,3,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"3, 6, 15, 10",13,432740,117,25,10259,5,"{0,131,85,78,58,29,36,106,24,31,47,156,36,32,62,66,20,24,47,42,33,111,109,86,20,112,9,18,51,36,22,77,20,56,14,52,31,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 11, 2, 7, 5",7,455657,2793,80,11696,5,"{0,2984,2347,1770,1124,614,764,2117,479,758,1099,3799,1098,852,1445,1561,741,744,1267,958,796,2338,3025,2321,589,2068,235,430,1270,674,544,1648,537,1551,293,1294,725,449,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 7, 4, 8",1,175365,3620,367,2451,0,"{0,3131,1363,1257,461,415,713,1349,361,514,1251,2832,954,468,1618,764,520,591,1140,600,623,1913,2015,1306,494,735,340,743,816,583,718,1670,442,1161,399,672,614,598,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"6, 2, 7, 5, 12",22,424340,1,0,13882,0,"{0,1,0,2,0,0,0,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 11, 6, 1, 4, 3",14,456781,1,0,13885,0,"{0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 2, 8, 14",5,454360,1,0,13887,5,"{0,1,1,1,0,1,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 3, 4, 8",21,455300,7,276,13865,5,"{0,8,5,9,2,1,2,6,1,2,2,8,1,2,1,6,1,0,5,2,0,7,11,6,3,5,1,1,2,4,2,5,0,2,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"15, 5, 11, 9, 7",19,456275,1,0,13894,5,"{0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"1, 4, 12, 6, 15",37,455069,1,31,13890,0,"{0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,2,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"6, 7, 15, 5, 10",21,454149,1,4,13893,0,"{0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"1, 13, 11, 14, 4, 6",11,454377,1,0,13896,0,"{0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,1,1,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 11, 2, 7, 5",33,459819,7,0,13895,5,"{0,7,6,5,4,7,0,8,2,1,2,9,4,2,6,3,3,2,4,1,1,9,2,3,2,6,0,2,5,1,0,0,2,1,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 15, 7, 11, 2",15,451929,4,8,13884,0,"{0,9,3,2,1,1,1,5,1,2,2,4,1,0,0,0,0,1,2,0,1,7,2,2,0,0,0,1,3,0,0,4,3,2,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 12, 3, 6, 15, 10",20,451494,4,0,13883,0,"{0,5,2,1,0,0,0,2,2,0,3,4,1,1,3,1,1,2,1,1,1,4,5,0,2,2,1,2,2,1,2,2,2,1,1,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 7, 3, 12",37,456669,7,7,13892,0,"{0,5,3,3,3,0,3,1,2,3,3,7,2,1,2,7,3,1,5,5,2,3,5,4,1,6,1,3,1,3,1,3,4,3,0,2,4,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"6, 8, 2, 7, 14, 4",1,452231,3,0,13889,5,"{0,2,1,1,2,0,0,0,1,0,1,7,3,2,2,2,1,0,1,3,0,3,4,4,0,3,1,0,0,0,0,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 11, 14, 1",25,470447,4,0,13886,0,"{0,5,1,3,0,0,1,5,0,2,2,4,2,1,3,2,1,1,1,1,0,6,5,2,1,5,0,0,1,0,0,4,1,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"1, 4, 11, 13, 5",37,456240,47,48,13891,0,"{0,35,20,15,4,2,5,28,7,7,10,34,10,8,20,7,7,8,16,8,6,22,15,11,12,16,3,22,7,5,7,27,17,13,6,7,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 11, 14, 10, 5, 3",15,456864,1,0,13898,0,"{0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"4, 1, 13, 14",30,442388,1,3,13901,5,"{0,0,3,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 3, 4, 9, 10, 6, 14",11,452733,5,0,13904,5,"{0,2,5,5,3,1,0,1,1,3,1,8,1,0,5,4,4,1,3,3,3,4,8,0,0,7,0,2,0,1,2,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 4, 7",25,443081,2,3,13897,0,"{0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,1,1,4,1,0,0,2,0,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 6, 2, 5, 15",14,301580,1,0,16645,0,"{0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 6, 5, 12, 10, 2",19,446580,9,0,12426,5,"{0,6,9,2,4,1,2,9,0,3,2,9,1,8,3,7,5,3,9,5,1,7,9,4,1,9,0,2,4,5,1,2,4,6,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 12, 3, 4",20,449331,220,53,6068,0,"{0,209,84,77,32,26,71,104,25,36,58,180,61,32,88,62,37,33,78,42,52,126,149,83,27,33,14,50,61,42,35,120,49,61,43,83,58,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"6, 2, 7, 15",24,436614,227,112,10625,5,"{0,220,176,152,87,64,67,199,45,62,109,283,103,76,117,121,77,65,150,81,62,185,201,192,39,162,25,40,110,55,48,127,47,106,27,101,36,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 2, 7, 15, 6",28,437105,294,101,9570,0,"{0,308,159,142,39,23,69,172,46,37,103,251,84,45,115,73,40,40,88,54,57,231,185,112,58,106,31,60,73,60,87,137,55,131,46,101,137,93,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"6, 2, 7, 5",14,48603,7037,313,2433,0,"{0,5425,2813,2286,1015,786,1521,2755,690,1250,2310,5488,1755,743,2156,1591,1116,1087,2520,1293,1336,3928,3758,2550,968,1342,667,1666,1649,1162,1230,3587,1052,2488,910,1282,1201,801,204,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 7, 2, 11, 13",20,152011,1,0,13899,0,"{0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"6, 7, 2",22,393699,3,16,13914,5,"{0,3,3,0,1,0,2,2,0,1,2,2,1,3,2,2,3,0,0,1,0,3,1,5,1,2,0,2,1,0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"4, 9, 6, 8, 1",2,313787,1,5,13905,0,"{0,1,1,0,0,0,1,0,0,0,1,1,0,0,2,1,1,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 8, 3, 4, 9, 7",1,238245,16,0,13903,5,"{0,24,10,9,7,2,1,16,2,5,3,17,5,2,11,8,4,5,7,4,1,12,20,11,3,18,0,2,7,1,4,18,3,9,2,3,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"3, 4, 1, 8, 11",23,413627,1,0,13908,0,"{0,0,1,3,1,0,0,0,0,0,2,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"4, 2, 8, 7, 15, 6",37,456937,1,0,13910,0,"{0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 12, 14, 7, 5, 15",27,456897,1,0,13911,5,"{0,2,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"14, 8, 2, 7",7,449294,1,0,13913,0,"{0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"15, 5, 7, 12",5,455110,1,0,13915,5,"{0,1,1,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"2, 7, 9, 8, 11",36,445421,1,25,13916,5,"{0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 5, 7, 2, 8",11,227440,2,0,13902,0,"{0,0,0,1,0,0,0,2,0,0,2,1,1,0,2,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 7, 3, 6, 2",10,448039,130,11,9470,5,"{0,111,125,78,55,32,53,121,16,43,67,200,54,40,59,61,36,35,82,42,37,107,152,94,32,49,14,20,63,30,20,71,22,72,17,59,21,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 4, 14, 11, 2",18,407366,12,0,13909,0,"{0,19,8,7,2,3,8,11,3,6,3,8,6,1,6,5,3,5,2,6,3,10,16,3,3,6,2,3,0,1,3,8,0,6,1,2,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 12, 4, 1, 13",25,404308,2,0,13907,0,"{0,5,3,0,1,0,0,5,0,0,1,1,0,0,3,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"3, 12, 4, 1",1,455842,7,15,13912,0,"{0,6,3,5,3,0,4,4,1,3,5,11,1,1,7,4,1,1,3,0,2,8,7,4,2,3,0,3,2,1,0,9,2,4,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 6, 7, 3, 15",6,100641,1,0,13918,0,"{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"2, 8, 11, 7, 10, 6",7,457035,1,0,13920,0,"{0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 14, 13, 8, 2",15,445835,1,0,13921,5,"{0,4,2,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"5, 9, 1",27,380123,1,0,13922,0,"{0,3,1,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"14, 8, 2, 7",7,449294,1,0,13923,5,"{0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"3, 4, 10, 8",21,456970,1,0,13924,0,"{0,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"11, 14, 13, 5, 2",37,456828,1,0,13926,0,"{0,2,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 12, 3, 4, 9",1,453015,33,5,13925,0,"{0,30,13,15,4,3,13,16,2,6,7,20,9,5,13,7,6,3,8,10,5,18,14,8,5,13,2,10,4,6,5,6,7,12,5,9,8,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 12, 14, 7, 5, 15",27,456897,1,0,13929,0,"{0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"11, 8, 2, 15, 10",7,453882,1,0,13931,5,"{0,4,1,1,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 14, 8, 2",5,454594,6,0,13919,5,"{0,5,4,3,2,0,1,7,2,3,1,9,1,2,2,1,1,4,4,5,1,8,7,3,2,4,1,2,2,0,1,2,2,3,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"11, 1, 4, 7, 5",27,444426,2,0,13917,5,"{0,0,4,1,1,1,0,1,1,0,0,4,1,1,0,0,0,1,4,1,0,0,1,1,0,2,0,1,0,1,0,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"12, 6, 7, 5, 15",22,474854,1,0,16647,5,"{0,2,0,1,0,0,0,2,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 2, 7, 9, 5",3,360688,7,0,10787,5,"{0,6,8,5,5,3,1,9,2,3,6,12,1,1,4,2,1,2,3,1,3,3,7,1,2,7,2,0,5,0,2,3,0,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
